timestamp,open,high,low,close,volume
2020-05-22,2887.6001,2938.8000,2880.6001,2905.0000,337096
2020-04-28,2889.4890,2904.6142,2869.9279,2887.6001,1034121
2020-04-24,2670.0000,2746.0000,2601.0000,2621.0000,3585452
2020-04-17,2659.6001,2782.3999,2570.2000,2630.3999,3210646
2020-04-10,2566.3999,2755.8000,2536.2000,2701.0000,3768862
2020-04-03,2577.2000,2749.3999,2493.8000,2520.0000,4262526
2020-03-27,2368.6001,2668.0000,2295.0000,2597.0000,5628260
2020-03-20,2307.4890,2593.3999,2251.0000,2455.2000,5258406
2020-03-13,2509.2000,2757.8000,2306.4333,2307.4890,4394912
2020-03-06,2749.8000,2784.8000,2556.0000,2685.0000,4882877
2020-02-28,2800.0000,2869.8000,2538.3999,2659.8000,7771331
2020-02-21,2980.0000,2996.3999,2910.6001,2911.8000,3206223
2020-02-14,3103.8000,3143.0000,2950.8000,3011.0000,3831557
2020-02-07,2856.8000,3140.0000,2843.2000,3103.8000,2311420
2020-01-31,2780.2000,2913.0000,2735.2000,2873.3999,2167139
2020-01-24,2791.0000,2827.0000,2673.2000,2798.0000,2298759
2020-01-17,2715.0000,2869.2000,2660.0000,2772.8000,3356603
2020-01-10,2670.6001,2760.0000,2636.2000,2725.0000,1094288
2020-01-03,2712.8000,2718.0000,2677.3999,2685.0000,263538
2019-12-30,2736.0000,2740.0000,2665.0000,2697.0000,248830
2019-12-27,2680.3999,2750.0000,2672.0000,2736.0000,964406
2019-12-20,2700.2000,2718.8000,2612.0000,2680.0000,2215150
2019-12-13,2575.0000,2663.0000,2536.0000,2662.8000,1401584
2019-12-06,2695.0000,2728.8000,2541.6001,2570.3999,2513452
2019-11-29,2570.3999,2696.8000,2560.0000,2693.0000,2565885
2019-11-22,2375.0000,2569.8000,2350.0000,2566.2000,7731330
2019-11-15,2184.8000,2269.8000,2161.2000,2267.0000,2360214
2019-11-08,2162.6001,2198.8000,1962.4000,2184.8000,2127489
2019-11-01,2073.3999,2164.8000,2065.0000,2138.0000,3862196
2019-10-25,2043.0000,2158.6001,2030.0000,2064.0000,9994988
2019-10-18,1935.8000,2025.0000,1901.0000,1934.0000,7583812
2019-10-11,2270.0000,2330.0000,1852.4000,1898.0000,6673385
2019-10-04,2310.0000,2319.8000,2207.6001,2274.3999,1519557
2019-09-27,2343.8000,2355.0000,2281.6001,2315.8000,1557461
2019-09-20,2449.0000,2459.8000,2350.2000,2350.2000,1570073
2019-09-13,2507.0000,2520.0000,2432.2000,2453.0000,809798
2019-09-06,2470.0000,2519.6001,2446.2000,2503.6001,810698
2019-08-30,2379.8000,2470.0000,2361.0000,2462.8000,929919
2019-08-23,2420.0000,2454.0000,2385.0000,2391.0000,950728
2019-08-16,2410.0000,2446.8000,2351.0000,2394.0000,1022537
2019-08-09,2449.8000,2449.8000,2357.0000,2405.0000,1511316
2019-08-02,2436.0000,2567.2000,2390.0000,2470.0000,4174845
2019-07-26,2491.0000,2679.0000,2420.0000,2520.0000,2545422
2019-07-19,2565.0000,2574.2000,2480.0000,2518.0000,793102
2019-07-12,2488.6001,2590.0000,2436.2000,2573.0000,871819
2019-07-05,2420.0000,2520.0000,2415.8000,2481.3999,797647
2019-06-28,2483.8000,2484.8000,2372.0000,2405.3999,977988
2019-06-21,2459.8000,2531.6001,2445.0000,2468.3999,849970
2019-06-14,2415.0000,2514.3999,2402.6001,2465.0000,697871
2019-06-07,2330.2000,2447.8000,2283.8000,2418.6001,926619
2019-05-31,2392.0000,2409.8000,2222.0000,2336.6001,1423081
2019-05-24,2449.0000,2449.3999,2361.8000,2383.3999,592119
2019-05-17,2350.0000,2434.6001,2245.6001,2425.0000,751200
2019-05-10,2401.0000,2418.0000,2336.0000,2340.0000,532390
2019-05-03,2387.0000,2481.8000,2376.0000,2414.0000,555936
2019-04-26,2417.0000,2489.8000,2337.0000,2389.0000,870717
2019-04-19,2483.6001,2518.0000,2382.6001,2415.2000,776473
2019-04-12,2291.3999,2454.8000,2110.8000,2431.6001,657692
2019-04-05,2289.3999,2305.0000,2218.2000,2291.6001,686127
2019-03-29,2274.0000,2335.0000,2210.0000,2285.0000,588179
2019-03-22,2354.8000,2398.0000,2259.0000,2276.3999,920652
2019-03-15,2320.0000,2380.0000,2306.2000,2346.0000,378462
2019-03-07,2260.0000,2404.0000,2260.0000,2329.2000,753568
2019-03-01,2181.0000,2270.0000,2145.2000,2247.3999,1189980
2019-02-22,2140.0000,2187.3999,2090.3999,2133.0000,2013970
2019-02-15,2170.0000,2335.0000,2148.8000,2200.2000,2148432
2019-02-08,2195.0000,2262.0000,2142.3999,2163.3999,709071
2019-02-01,2170.0000,2215.0000,2124.0000,2197.2000,1026742
2019-01-25,2048.5000,2172.5000,2011.0000,2152.0000,873916
2019-01-18,1985.0000,2059.5000,1960.0000,2044.5000,910209
2019-01-11,1933.0000,1997.0000,1919.0000,1983.0000,492266
2019-01-04,1918.5000,1924.0000,1857.0000,1916.0000,336284
2018-12-28,1850.0000,1939.0000,1785.5000,1916.0000,963011
2018-12-21,1868.5000,1905.0000,1834.5000,1860.5000,765499
2018-12-14,1911.5000,1927.0000,1781.5000,1860.5000,870856
2018-12-07,1975.0000,2019.5000,1868.5000,1912.5000,1057297
2018-11-30,1894.5000,1998.0000,1851.0000,1965.0000,1035052
2018-11-23,1927.0000,1944.5000,1851.0000,1898.5000,829011
2018-11-16,1928.5000,1964.5000,1873.0000,1916.0000,1210720
2018-11-09,2000.5000,2019.0000,1902.5000,1921.5000,1116069
2018-11-02,1777.0000,2041.5000,1770.5000,1995.0000,4913858
2018-10-26,1830.0000,1990.0000,1687.5000,1746.5000,5469614
2018-10-19,2152.0000,2356.5000,1736.0000,1790.0000,4196862
2018-10-12,2143.0000,2249.0000,2097.0000,2140.0000,695748
2018-10-05,2168.0000,2189.5000,2093.5000,2143.0000,656145
2018-09-28,2202.5000,2233.0000,2140.5000,2160.5000,429314
2018-09-21,2192.0000,2219.0000,2110.5000,2204.0000,593300
2018-09-14,2100.5000,2195.0000,2035.0000,2187.0000,466023
2018-09-07,2159.0000,2194.5000,2055.0000,2098.5000,475095
2018-08-31,2142.0000,2184.5000,2113.5000,2150.0000,341090
2018-08-24,2108.0000,2170.5000,2100.5000,2115.0000,390035
2018-08-17,2140.0000,2184.0000,2061.5000,2099.0000,693626
2018-08-10,2260.0000,2290.0000,2080.0000,2128.0000,775637
2018-08-03,2350.0000,2364.5000,2210.5000,2252.5000,677846
2018-07-27,2338.5000,2499.5000,2306.5000,2388.0000,684807
2018-07-20,2383.0000,2425.0000,2290.0000,2329.5000,414630
2018-07-13,2320.0000,2399.0000,2259.0000,2380.5000,326223
2018-07-06,2238.5000,2325.0000,2210.0000,2315.0000,308830
2018-06-29,2232.0000,2261.0000,2150.5000,2244.0000,512649
2018-06-22,2255.5000,2332.0000,2190.0000,2217.0000,444670
2018-06-15,2164.0000,2325.0000,2143.0000,2268.0000,477571
2018-06-08,2132.5000,2255.5000,2117.0000,2142.0000,524622
2018-06-01,2089.0000,2139.5000,2025.5000,2137.0000,429205
2018-05-25,2123.0000,2163.5000,2070.0000,2089.5000,412468
2018-05-18,2196.0000,2204.0000,2101.0000,2114.0000,398134
2018-05-11,2115.5000,2211.0000,2107.5000,2202.0000,390521
2018-05-04,2035.5000,2220.0000,2020.0000,2107.0000,579352
2018-04-27,2095.0000,2192.0000,1982.0000,2015.5000,1273650
2018-04-20,2051.0000,2222.5000,1995.0000,2082.0000,867203
2018-04-13,2310.0000,2349.5000,2048.0000,2083.5000,1019143
2018-04-06,2290.0000,2318.0000,2202.0000,2310.5000,248314
2018-03-30,2377.0000,2405.0000,2234.0000,2287.0000,317934
2018-03-23,2435.0000,2497.5000,2372.0000,2385.5000,226631
2018-03-16,2465.0000,2486.0000,2385.0000,2436.0000,270718
2018-03-09,2313.5000,2519.0000,2313.5000,2490.5000,238052
2018-03-02,2450.0000,2450.0000,2241.0000,2280.5000,311639
